"Suno Prompts"
"Narrated Spoken Word Without Music: Create a minimalist, ambient underscore suitable for theological narration. The music should breathe beneath the spoken word like parchment beneath ink—subtle, unobtrusive, and reverent. Let it sustain the gravity of the words, never overtaking them, but enriching the atmosphere with restrained harmonic movement and sacred stillness."
"Solo acoustic guitar loop in a traditional country style at 100 BPM. Fingerpicked pattern with a warm, twangy tone. Emphasis on open chords like G, C, D, and Em. Includes subtle hammer-ons and slides for expressive phrasing. Natural reverb and a slightly roomy, intimate recording feel. Ideal for storytelling and heartfelt lyrics in a country ballad."
"Solo acoustic guitar loop in a rugged, outlaw country style at 100 BPM. Raw strumming with a driving, percussive feel. Use of palm muting, occasional string slaps, and open-position chords like E, A, and D with bluesy embellishments. Slightly detuned or worn-in guitar tone with a dry, close-mic’d recording. Evokes dusty highways, backporch grit, and southern attitude."
"Electric guitar loop in a modern progressive metalcore style at 120 BPM. Tight, djent-inspired rhythm riff with syncopated chugs, polymetric accents, and palm-muted low-string riffs in drop tuning (e.g., Drop C or Drop A). Includes ambient high-end textures with reverb-drenched harmonics or layered clean arpeggios. Heavy tone with precise gain, tight low-end, and percussive attack. Ideal for a breakdown or intense build-up in a cinematic metalcore track."
"Progressive Metal Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, China Cymbal, Synth Drums, Octobans, Finger Cymbals, Pitched Drum Elements, Adagio 75 bpm, D Lydian"
"jazz-infused beats, Tenor (male), Ondes Martenot, vihuela, biblically inspired lyrics book of Obadiah chapter 1, Largo 41 bpm, A Mixolydian"
"70s Proto Metal, Bass (male), xylophone, synth, accordion, Moderato 113 bpm, G# Lydian"
"Electronic Dance, horn, didgeridoo, kazoo, flute, Largo 43 bpm, G# Ionian"
"binaural beats, theta wave, Rapper (Female), banjo, harmonica, djembe, Presto 193 bpm, C# Dorian"
"Fast Progressive House Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Castanets, Drum Machines, Drum Machines, Surdo, Rhythm-Only, Prestissimo 210 bpm, Ab Ionian"
"Club/Dance, Contralto (female), Ondes Martenot, bajo sexto, biblically inspired lyrics book of Jeremiah chapter 33, Andante 82 bpm, Ab Phrygian"
"heavy death metal, Soprano (female), tabla, trumpet, marimba, Andante 80 bpm, E Phrygian"
"reverb, accordion, Harmonium, bassoon, oboe, Moderato 108 bpm, Db Phrygian"
"heavy doom metal, MC (Male), violin, synthesizer, clarinet, Adagio 71 bpm, A Aeolian"
"Indie Rock Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Tambourine, Slit Drum, Ride Cymbal, Thunder Sheet, Electronic, Presto 195 bpm, Ab Dorian"
"Modernism, dissonant, abstract., Soprano (female), harp, saxophone, biblically inspired lyrics book of Luke chapter 7, Larghetto 62 bpm, A Phrygian"
"Video Game OST, Mezzo-Soprano (female), oud, drums, drums, Allegro 126 bpm, E Locrian"
"dreamy, bağlama, tambourine, oud, tabla, Moderato 108 bpm, B Ionian"
"bolero, Soprano (female), cowbell, vihuela, Brass, Moderato 115 bpm, F Ionian"
"Progressive Metal Djent Screamo Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Kanjira, Bell Tree, Timpani, Guiro, Rhythm-Only, Larghetto 62 bpm, Gb Mixolydian"
"Minimalism, Soprano (female), tambourine, tuba, biblically inspired lyrics book of 2 Corinthians chapter 12, Allegro 136 bpm, F# Mixolydian"
"smooth vaporwave jazz, rapid-fire vocals (Female), harmonica, trumpet, Sampler, Adagio 72 bpm, C# Dorian"
"Cinematic Score, didgeridoo, violin, horn, kemenche, Prestissimo 272 bpm, Eb Lydian"
"Choral Music, Contralto (female), bassoon, drums, accordion, Andante 104 bpm, D# Locrian"
"Punk Rock Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Glockenspiel, Almglocken, Temple Blocks, Trigger Pads, Pitched Drum Elements, Presto 184 bpm, A Dorian"
"Romantic, Tenor (male), synth, trombone, biblically inspired lyrics book of Malachi chapter 2, Adagio 66 bpm, A# Aeolian"
"Heavy Psyche, Rapper (Male), bagpipes, beat, kemenche, Presto 175 bpm, G# Ionian"
"math rock, xylophone, vihuela, double bass, trombone, Larghetto 65 bpm, Ab Dorian"
"math rock, rapid-fire vocals (Male), bongo, Sampler, oud, Largo 51 bpm, A Dorian"
"Metal Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Concert Bass Drum, Timpani, Trigger Pads, Bell Tree, Rhythm-Only, Adagio 72 bpm, D Dorian"
"rich basslines, Soprano (female), zither, Harmonium, biblically inspired lyrics book of Hebrews chapter 7, Larghetto 64 bpm, D# Ionian"
"echo, MC (Male), harp, castanets, trumpet, Larghetto 64 bpm, A Lydian"
"Burning Jazz, ukulele, double bass, Harmonium, banjo, Prestissimo 316 bpm, Bb Mixolydian"
"fast hardstyle, Emcee (Male), bass guitar, synth, didgeridoo, Andante 89 bpm, Bb Ionian"
"Binaural Beats Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Tambourine, Chimes, Floor Tom, Flexatone, Pitched Drum Elements, Largo 59 bpm, G# Ionian"
"norteño, Sygyt (male), banjo, mongolian guitar, biblically inspired lyrics book of 2 Samuel chapter 1, Largo 42 bpm, A Mixolydian"
"kpop, Soprano (female), bajo sexto, ukulele, accordion, Allegro 129 bpm, Gb Phrygian"
"Pop Drum Loop, sub-bass, cowbell, guttural throat singing, bass guitar, Largo 54 bpm, F# Ionian"
"J-Pop, Contralto (female), acoustic guitar, cowbell, saxophone, Moderato 117 bpm, Ab Locrian"
"Afro-Cuban Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Log Drum, Log Drum, Ride Cymbal, Synth Drums, Rhythm-Only, Larghetto 63 bpm, B Lydian"
"fast hardcore punk, MC (Male), harp, Strings, biblically inspired lyrics book of Leviticus chapter 26, Largo 54 bpm, A# Dorian"
"experimental hip hop, Countertenor (male), accordion, tuba, electric guitar, Prestissimo 214 bpm, C# Mixolydian"
"Upbeat Jazz, horn, marimba, guttural throat singing, cowbell, Moderato 112 bpm, Ab Locrian"
"Soundtrack, Bass (male), piano, beat, sub-bass, Prestissimo 371 bpm, Eb Lydian"
"Shoegaze Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Octobans, Maracas, Woodblock, Hybrid Kits, Electronic, Prestissimo 319 bpm, A# Ionian"
"Jungle Drum n Bass, Mezzo-Soprano (female), harmonica, bağlama, biblically inspired lyrics book of Job chapter 10, Allegro 129 bpm, E Ionian"
"Fantasy RPG Original Sound Track, Mezzo-Soprano (female), oboe, djembe, piano, Largo 45 bpm, Bb Mixolydian"
"binaural beats, theta wave, mongolian guitar, Ondes Martenot, cowbell, Computer-based Effects, Larghetto 62 bpm, A Locrian"
"String Solos, Contralto (female), conga, organ, banjo, Presto 171 bpm, Gb Mixolydian"
"Fast Salsa Drum Loop, Vintage Drum Kit, Old Shells, Vintage Tone, Snare, Bass Drum, Steelpan, Talking Drum, Frame Drum, Talking Drum, Rhythm-Only, Andante 95 bpm, B Dorian"
"fast screamo, Sygyt (male), drums, zither, biblically inspired lyrics book of Ezekiel chapter 44, Prestissimo 410 bpm, D Aeolian"
"Hardstyle, Tenor (male), zither, acoustic guitar, vibraphone, Andante 81 bpm, D Dorian"
"Avant-garde, djembe, plucked bass, steel drum, djembe, Moderato 108 bpm, C Locrian"
"slow soul, Mezzo-Soprano (female), marimba, marimba, Sampler, Largo 58 bpm, Db Lydian"
"Ambient Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Marimba, Talking Drum, Kanjira, Synth Drums, Rhythm-Only, Prestissimo 257 bpm, A Locrian"
"Oldskool Latin Freestyle Mix, Khoomei (male), Strings, synth, biblically inspired lyrics book of James chapter 2, Prestissimo 378 bpm, A Ionian"
"Electronic, Baritone (male), harp, drums, zither, Larghetto 60 bpm, B Phrygian"
"death trips, double bass, vihuela, jarana, djembe, Prestissimo 216 bpm, E Mixolydian"
"Jazz Fusion, MC (Female), zither, organ, drums, Larghetto 63 bpm, F# Ionian"
"Downtempo Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Electronic Drum Pads, Snare Drum, Trigger Pads, Concert Bass Drum, Rhythm-Only, Allegro 120 bpm, Bb Mixolydian"
"A Capella, Baritone (male), zither, bagpipes, biblically inspired lyrics book of Romans chapter 14, Prestissimo 383 bpm, E Phrygian"
"Liquid Drum n Bass, Emcee (Female), piano, mandolin, harp, Largo 52 bpm, Eb Phrygian"
"Hip Hop/Rap, triangle, bağlama, djembe, piano, Largo 47 bpm, G# Ionian"
"Rock Drum Solos, cryptic lyricism (Female), french horn, organ, oboe, Larghetto 63 bpm, Eb Aeolian"
"Glitch Hop Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Bodhrán, Bodhrán, Hi-Hats, Rainstick, Electronic, Larghetto 66 bpm, A# Aeolian"
"Classical, structured forms, symphony, homophony., Rapper (Male), steel drum, violin, biblically inspired lyrics book of 1 Chronicles chapter 9, Moderato 117 bpm, D Aeolian"
"fast breakbeat, cryptic lyricism (Female), bass guitar, vihuela, vihuela, Presto 199 bpm, F# Locrian"
"Suite bergamasque, piano, violin, Sampler, organ, Prestissimo 337 bpm, A Ionian"
"fast thrash metal, Mezzo-Soprano (female), synthesizer, zither, electric guitar, Presto 177 bpm, F# Phrygian"
"Metal Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Spring Drum, Bullroarer, Frame Drum, Castanets, Rhythm-Only, Adagio 68 bpm, G Locrian"
"Early 90s Heart Throb Freestyle, MC (Female), vibraphone, zither, biblically inspired lyrics book of Galatians chapter 2, Presto 200 bpm, A Aeolian"
"haunting witch house, Emcee (Female), cello, harmonica, french horn, Presto 178 bpm, F Locrian"
"fast jazz fusion, drums, bongo, tabla, conga, Prestissimo 234 bpm, F# Lydian"
"reverb, Khoomei (male), tambourine, harp, vihuela, Prestissimo 216 bpm, Eb Lydian"
"Afrobeats Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Handpan, Vibraphone, Crotales, Bass Drum, Electronic, Largo 49 bpm, F# Mixolydian"
"Drum n Bass, Bass (male), drums, djembe, biblically inspired lyrics book of Daniel chapter 7, Larghetto 65 bpm, A# Phrygian"
"classical guitar melody, Rapper (Male), sub-bass, Harmonium, bongo, Andante 101 bpm, G Ionian"
"Neurofunk Drum n Bass, french horn, bağlama, jarana, organ, Prestissimo 391 bpm, A Aeolian"
"Early 2000s Drum n Bass, Mezzo-Soprano (female), horn, conga, sub-bass, Andante 93 bpm, A# Ionian"
"Slow R&B Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Finger Cymbals, Crash Cymbal, Cowbell, Snare Drum, Pitched Drum Elements, Moderato 111 bpm, Eb Locrian"
"UK funky, Chylandyk (male), electric guitar, mongolian guitar, biblically inspired lyrics book of Amos chapter 1, Prestissimo 267 bpm, C Aeolian"
"Halftime Drum n Bass, Ezengileer (male), tuba, tambourine, ukulele, Largo 51 bpm, G# Ionian"
"Classical, structured forms, sonata, homophony., flute, tuba, banjo, synthesizer, Andante 98 bpm, D Lydian"
"slow tango, cryptic lyricism (Female), mandolin, electric guitar, guttural throat singing, Larghetto 63 bpm, C Mixolydian"
"Modern Trap Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Tabla, Taiko Drums, Floor Tom, Marimba, Rhythm-Only, Allegro 124 bpm, Ab Phrygian"
"Deep House, Countertenor (male), Brass, steel drum, biblically inspired lyrics book of Romans chapter 5, Presto 181 bpm, Bb Aeolian"
"echo, MC (Female), marimba, clarinet, plucked bass, Andante 92 bpm, Ab Lydian"
"post-rock, vihuela, electric guitar, Ondes Martenot, oboe, Allegro 140 bpm, F# Phrygian"
"Keyboard Solos, Mezzo-Soprano (female), fiddle, accordion, horsehead fiddle, Andante 83 bpm, F Lydian"
"Smooth Vaporwave Jazz Lo-fi Hip Hop Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Anklung, Frame Drum, Xylophone, Vibraslap, Rhythm-Only, Moderato 112 bpm, Gb Dorian"
"Breakcore Drum n Bass, Ezengileer (male), violin, saxophone, biblically inspired lyrics book of Leviticus chapter 5, Andante 106 bpm, F# Lydian"
"Deep House, Ezengileer (male), bongo, violin, marimba, Presto 183 bpm, G# Phrygian"
"gospel soul, cello, Ondes Martenot, harmonica, drums, Largo 51 bpm, E Locrian"
"Techstep Drum n Bass, MC (Female), double bass, sub-bass, violin, Presto 200 bpm, Gb Dorian"
"Modern Trap Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Hybrid Kits, Swish Cymbal, Congas, Tabla, Electronic, Presto 179 bpm, F Dorian"
"Drum Loop, Baritone (male), zither, oboe, biblically inspired lyrics book of Joshua chapter 12, Moderato 110 bpm, C Aeolian"
"Hardstyle 150 BPM, Contralto (female), steel drum, jarana, acoustic guitar, Allegro 123 bpm, A Phrygian"
"reverb, saxophone, harp, cello, french horn, Presto 186 bpm, F# Lydian"
"Fusion House, Tenor (male), acoustic guitar, electric guitar, beat, Largo 50 bpm, A# Aeolian"
"Funk Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Pandeiro, Snare Drum, Almglocken, Gong, Rhythm-Only, Prestissimo 351 bpm, D# Lydian"
"american folk, rapid-fire vocals (Male), banjo, harp, biblically inspired lyrics book of Song of Solomon chapter 3, Andante 105 bpm, B Aeolian"
"Motown, MC (Male), Ondes Martenot, cello, jarana, Andante 98 bpm, D# Aeolian"
"future garage, castanets, horsehead fiddle, harp, tuba, Adagio 71 bpm, G Ionian"
"fast trap, Rapper (Male), french horn, zither, tambourine, Presto 190 bpm, A# Lydian"
"Indie Pop Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Crash Cymbal, Octobans, Steelpan, Bell Cymbal, Electronic, Andante 78 bpm, E Dorian"
"math drums, Baritone (male), guttural throat singing, sub-bass, biblically inspired lyrics book of Nahum chapter 3, Largo 44 bpm, G# Ionian"
"Heavy Psyche, Emcee (Male), bagpipes, Ondes Martenot, drums, Larghetto 63 bpm, Db Ionian"
"mongolian folk metal, oud, piano, synthesizer, marimba, Presto 193 bpm, E Dorian"
"Gospel Rap, MC (Male), cello, zither, vibraphone, Allegro 152 bpm, Bb Aeolian"
"Avant-garde Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Vibraslap, Talking Drum, China Cymbal, Drum Machines, Electronic, Moderato 109 bpm, D Aeolian"
"Country Drum Loop, Emcee (Female), cowbell, tabla, biblically inspired lyrics book of Joel chapter 2, Andante 92 bpm, Eb Ionian"
"Mo Town, Bass (male), acoustic guitar, didgeridoo, oud, Larghetto 63 bpm, E Mixolydian"
"fast aggressive witch house, french horn, zither, electric guitar, kemenche, Andante 80 bpm, G# Aeolian"
"Concert marches, Rapper (Male), synthesizer, clarinet, cello, Largo 55 bpm, Gb Ionian"
"Minimalist Techno Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Electronic Drum Pads, Steelpan, Bullroarer, Concert Bass Drum, Rhythm-Only, Presto 192 bpm, B Dorian"
"Juke/Footwork, Bass (male), mongolian guitar, mongolian guitar, biblically inspired lyrics book of 1 Timothy chapter 2, Prestissimo 411 bpm, C# Locrian"
"Serialism, twelve-tone technique, mathematical, Tenor (male), triangle, tuba, fiddle, Andante 91 bpm, Db Aeolian"
"gospel soul, jarana, drums, banjo, tambourine, Andante 106 bpm, D Lydian"
"glitch, Chylandyk (male), zither, bassoon, bass guitar, Presto 192 bpm, C Mixolydian"
"Electropunk Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Flexatone, Rainstick, Shakers, Bass Drum, Electronic, Prestissimo 394 bpm, Gb Dorian"
"Avant-Garde, Soprano (female), Ondes Martenot, trumpet, biblically inspired lyrics book of 2 Chronicles chapter 3, Largo 45 bpm, B Lydian"
"fast grindcore, Rapper (Female), trombone, banjo, beat, Presto 169 bpm, G Mixolydian"
"fast aggressive phonk, beat, beat, synth, mandolin, Presto 170 bpm, D# Lydian"
"corrido, Rapper (Male), Strings, french horn, conga, Andante 103 bpm, Db Mixolydian"
"Reggaeton Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Splash Cymbal, Taiko Drums, Crash Cymbal, Rototoms, Electronic, Allegro 123 bpm, B Aeolian"
"Freestyle Music Mix, Emcee (Female), bass guitar, Brass, biblically inspired lyrics book of Ruth chapter 3, Adagio 69 bpm, D Lydian"
"noise rock, Rapper (Female), bagpipes, Ondes Martenot, cowbell, Presto 184 bpm, Gb Dorian"
"American Christian hip hop, castanets, oud, triangle, synth, Prestissimo 401 bpm, Db Locrian"
"slow blues, MC (Female), tabla, cowbell, kemenche, Andante 104 bpm, C# Locrian"
"Slow Tango Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Doumbek, Almglocken, Shakers, Bodhrán, Rhythm-Only, Andante 95 bpm, Eb Phrygian"
"Classical, structured forms, symphony, homophony., Contralto (female), acoustic guitar, xylophone, biblically inspired lyrics book of Micah chapter 3, Prestissimo 209 bpm, A# Locrian"
"Trance, Ezengileer (male), french horn, harp, accordion, Largo 40 bpm, C# Locrian"
"Juke/Footwork, bagpipes, banjo, electric guitar, triangle, Largo 40 bpm, Db Lydian"
"slow ambient drone, Rapper (Male), Harmonium, harp, Strings, Larghetto 60 bpm, B Ionian"
"Fast Techno Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Bodhrán, Bell Cymbal, Ocean Drum, Doumbek, Rhythm-Only, Larghetto 66 bpm, D# Locrian"
"jungle, Baritone (male), Brass, clarinet, biblically inspired lyrics book of Esther chapter 10, Larghetto 66 bpm, D# Dorian"
"NYC Hip Hop, cryptic lyricism (Female), bağlama, harp, double bass, Largo 55 bpm, Eb Mixolydian"
"fast aggressive phonk, Ondes Martenot, accordion, double bass, harmonica, Larghetto 66 bpm, E Aeolian"
"Oldskool Latin Freestyle, MC (Male), bagpipes, kemenche, double bass, Presto 192 bpm, Gb Dorian"
"Trap Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Drum Machines, Spring Drum, Bell Tree, Swish Cymbal, Pitched Drum Elements, Presto 179 bpm, Db Locrian"
"Oldskool Latin Freestyle Mix, Emcee (Female), tabla, cello, biblically inspired lyrics book of Joshua chapter 22, Prestissimo 420 bpm, Gb Lydian"
"jungle, Bass (male), djembe, tuba, kazoo, Andante 93 bpm, A Dorian"
"Grime 140 BPM, accordion, jarana, harmonica, kazoo, Presto 173 bpm, C Ionian"
"Corporate Instrumental, MC (Female), djembe, mongolian guitar, beat, Allegro 141 bpm, D# Locrian"
"Minimalist Techno Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Vibraphone, Hand Bells, Castanets, Maracas, Electronic, Presto 197 bpm, Db Lydian"
"fast progressive house, Bass (male), acoustic guitar, vihuela, biblically inspired lyrics book of 2 Thessalonians chapter 3, Largo 54 bpm, Gb Phrygian"
"Hip Hop Drum Loop, Baritone (male), trumpet, cello, bagpipes, Adagio 71 bpm, A# Locrian"
"heavy dubstep, french horn, saxophone, tuba, synthesizer, Presto 195 bpm, A# Lydian"
"Early 90s Freestyle Dance, Baritone (male), horn, drums, oboe, Allegro 145 bpm, D# Mixolydian"
"Upbeat Jazz Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Agogô Bells, Spring Drum, Bamboo Wind Chimes, Spring Drum, Electronic, Allegro 138 bpm, Db Mixolydian"
"corrido, rapid-fire vocals (Male), horsehead fiddle, saxophone, biblically inspired lyrics book of 1 Peter chapter 4, Andante 96 bpm, D# Aeolian"
"Blues Drum Loop, Bass (male), cowbell, kemenche, violin, Andante 83 bpm, Bb Phrygian"
"Rock Drum Loop, bagpipes, djembe, cowbell, saxophone, Moderato 116 bpm, D# Ionian"
"Trance, Tenor (male), drums, Sampler, organ, Adagio 75 bpm, Db Mixolydian"
"Fantasy RPG OST Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Crash Cymbal, Tam-tam, Timpani, Ride Cymbal, Pitched Drum Elements, Prestissimo 331 bpm, C# Lydian"
"slow chamber music, Emcee (Male), mandolin, beat, biblically inspired lyrics book of Mark chapter 3, Larghetto 65 bpm, B Mixolydian"
"Progressive Rock, Mezzo-Soprano (female), synthesizer, bongo, bajo sexto, Prestissimo 289 bpm, A# Aeolian"
"dreamy, Brass, kazoo, Ondes Martenot, piano, Allegro 121 bpm, D# Locrian"
"Brass Solos, MC (Male), castanets, cello, Strings, Larghetto 63 bpm, Bb Aeolian"
"Math Rock Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Spring Drum, Hi-Hats, Swish Cymbal, Log Drum, Electronic, Allegro 136 bpm, E Locrian"
"Space music , Sygyt (male), accordion, Sampler, biblically inspired lyrics book of 1 John chapter 1, Larghetto 62 bpm, G Lydian"
"Rock Drum Loop, rapid-fire vocals (Male), flute, tambourine, accordion, Moderato 110 bpm, C Dorian"
"slow indie rock, marimba, marimba, didgeridoo, jarana, Prestissimo 309 bpm, Db Dorian"
"experimental rock, MC (Female), oud, castanets, Harmonium, Prestissimo 380 bpm, B Mixolydian"
"Afrobeats Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Synth Drums, Kanjira, China Cymbal, Triangle, Electronic, Prestissimo 354 bpm, B Dorian"
"voices, Bass (male), jarana, cowbell, biblically inspired lyrics book of Daniel chapter 8, Largo 43 bpm, E Mixolydian"
"Oldskool Latin Freestyle, Bass (male), vihuela, harp, Strings, Adagio 67 bpm, Gb Locrian"
"Upbeat Jazz, cello, Strings, guitar, tuba, Largo 41 bpm, A Phrygian"
"heavy sludge metal, Sygyt (male), violin, triangle, cello, Moderato 118 bpm, B Phrygian"
"IDM Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Cabasa, Triangle, Maracas, Tabla, Rhythm-Only, Largo 53 bpm, B Ionian"
"fast hip-hop, Baritone (male), didgeridoo, oboe, biblically inspired lyrics book of Titus chapter 1, Andante 101 bpm, A Phrygian"
"fast house, Sygyt (male), bajo sexto, bass guitar, electric guitar, Andante 77 bpm, G Phrygian"
"Burning Jazz, Liquid Drum and Bass, synthesizer, kazoo, organ, bass guitar, Largo 47 bpm, A# Lydian"
"noise rock, Tenor (male), trombone, guitar, cowbell, Adagio 69 bpm, C Mixolydian"
"Future Bass Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Shakers, Finger Cymbals, Tambourine, Tabla, Pitched Drum Elements, Moderato 120 bpm, A Aeolian"
"Corporate Upbeat, rapid-fire vocals (Male), didgeridoo, clarinet, biblically inspired lyrics book of Job chapter 29, Larghetto 61 bpm, E Dorian"
"fast house, Tenor (male), djembe, horn, oud, Moderato 111 bpm, B Locrian"
"vaporwave, Sampler, mongolian guitar, horsehead fiddle, Brass, Adagio 66 bpm, E Locrian"
"Impressionist, atmospheric, ambiguous harmonies, tone color, Rapper (Male), vihuela, trombone, triangle, Moderato 114 bpm, A# Phrygian"
"Experimental Hip Hop Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Handpan, Steelpan, Agogô Bells, Snare Drum, Rhythm-Only, Allegro 121 bpm, Eb Dorian"
"heavy industrial, Baritone (male), bass guitar, conga, biblically inspired lyrics book of 2 Chronicles chapter 9, Larghetto 60 bpm, D Phrygian"
"heavy doom metal, Rapper (Male), Strings, castanets, oud, Largo 51 bpm, C# Lydian"
"metalcore djent screamo, Strings, horn, synthesizer, accordion, Andante 102 bpm, D# Phrygian"
"Early 2000s Drum n Bass, Countertenor (male), triangle, cello, conga, Prestissimo 394 bpm, D Dorian"
"Heavy Industrial Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Woodblock, Log Drum, Marimba, Pandeiro, Pitched Drum Elements, Larghetto 60 bpm, G Locrian"
"Freestyle Dance Music, Soprano (female), accordion, flute, biblically inspired lyrics book of 1 Thessalonians chapter 1, Larghetto 66 bpm, B Locrian"
"Acid Techno, MC (Female), Brass, Harmonium, bağlama, Allegro 163 bpm, G# Dorian"
"Serialism, piano, fiddle, vibraphone, fiddle, Adagio 74 bpm, A Phrygian"
"Reggae Drum Loop, Kargyraa (male), Ondes Martenot, kazoo, horsehead fiddle, Larghetto 65 bpm, E Mixolydian"
"Jungle Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Ride Cymbal, Kanjira, Gong, Hi-Hats, Pitched Drum Elements, Largo 41 bpm, G# Locrian"
"Baroque, Complex polyphony, ornate melodies, Tenor (male), guttural throat singing, beat, biblically inspired lyrics book of Galatians chapter 5, Adagio 70 bpm, Eb Phrygian"
"fast bluegrass, Khoomei (male), piano, Strings, bajo sexto, Prestissimo 399 bpm, Eb Lydian"
"Triphop, kazoo, vibraphone, tambourine, marimba, Andante 93 bpm, C# Locrian"
"Reggae Drum Solos, Kargyraa (male), cello, cello, Computer-based Effects, Adagio 76 bpm, A Ionian"
"Fast Jazz Fusion Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Gong, Flexatone, Agogô Bells, Bass Drum, Electronic, Allegro 135 bpm, G Ionian"
"slow folk ballad, MC (Male), horn, Ondes Martenot, biblically inspired lyrics book of Philemon chapter 1, Andante 91 bpm, D Locrian"
"Breakcore Drum n Bass, Ezengileer (male), tambourine, sub-bass, triangle, Adagio 71 bpm, A# Locrian"
"Drum n Bass BPM 160-180, Strings, drums, ukulele, Sampler, Largo 40 bpm, C# Lydian"
"Avant-Garde, unconventional, Experimental, Mezzo-Soprano (female), Brass, xylophone, xylophone, Prestissimo 403 bpm, C Aeolian"
"Indie Rock Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, China Cymbal, Handpan, Bongos, Ride Cymbal, Electronic, Adagio 70 bpm, Ab Aeolian"
"Opera, Baritone (male), drums, xylophone, biblically inspired lyrics book of Exodus chapter 29, Adagio 67 bpm, Db Mixolydian"
"lo-fi hip-hop, Tenor (male), double bass, Harmonium, guitar, Moderato 119 bpm, F Lydian"
"Expressionist, mongolian guitar, kazoo, djembe, kemenche, Adagio 66 bpm, B Locrian"
"Club/Dance, Borbangnadyr (male), guttural throat singing, trumpet, cello, Largo 44 bpm, Bb Mixolydian"
"Hip Hop 80-115 BPM Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Synth Drums, Tambourine, Tam-tam, Synth Drums, Electronic, Prestissimo 410 bpm, Eb Lydian"
"Fantasy RPG Game OST, Mezzo-Soprano (female), oud, accordion, biblically inspired lyrics book of 2 Samuel chapter 20, Andante 100 bpm, A Dorian"
"Math Rock, Soprano (female), drums, trombone, trombone, Prestissimo 328 bpm, Gb Aeolian"
"Early 90s Heart Throb Freestyle, bağlama, djembe, guttural throat singing, beat, Prestissimo 258 bpm, F# Mixolydian"
"future garage, Mezzo-Soprano (female), tuba, Sampler, tuba, Andante 92 bpm, E Locrian"
